Rank,Points,Name,Country,Hand,Age,Category,Scrape_Date,id
191,6.000,SLASTIN Andrii,UKRAINE,L,18,Sabre_Men_Junior,2024-06-27 03:18:24,7634
192,6.000,ORTEGA II Jose-Arnel Aurelio,PUERTO RICO,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7635
193,6.000,NINO VILLARRAGA Oscar David,COLOMBIA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7636
194,6.000,MORALES LINARES Jonathan,COLOMBIA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7637
195,6.000,VERDE Rodrigo,SPAIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7638
196,6.000,JIMENEZ GARCIA Kevin,VENEZUELA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7639
197,6.000,RUIZ GALLARDO Gonzalo Daniel,PARAGUAY,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7640
198,6.000,REJAS Santiago,BOLIVIA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7641
199,6.000,PENG Chien-En,CHINESE TAIPEI,L,20,Sabre_Men_Junior,2024-06-27 03:18:24,7642
200,6.000,BERMUDEZ Nicolas,ARGENTINA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7643
201,6.000,LLOBET TORRENT Marc,SPAIN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7644
202,6.000,ROMERO FIGUEREDO Rafael German,BOLIVIA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7645
203,6.000,SANTAMARIA TRUJILLO Gabriel Santiago,COLOMBIA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7646
204,6.000,MANESIOTIS Panagiotis,GREECE,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7647
205,6.000,HAN William,CANADA,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7648
206,6.000,PAPP Zsadany,HUNGARY,L,18,Sabre_Men_Junior,2024-06-27 03:18:24,7649
207,6.000,ENACHE Dacian,ROMANIA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7650
208,5.750,ITO Higen,JAPAN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7651
209,5.750,MAMMADOV Saleh,AZERBAIJAN,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7652
210,5.500,NGAM-NUCH Phongphipat,THAILAND,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7653
211,5.500,DIAZ GAMO Guillermo,SPAIN,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7654
212,5.500,DEWEDAR O.,EGYPT,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7655
213,5.500,BUCHMANN Finn,GERMANY,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7656
214,5.250,MUSAWI Kumail,IRAQ,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7657
215,5.250,SIBILLO Massimo,ITALY,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7658
216,5.250,LI Junyan Aaron,"HONG KONG, CHINA",R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7659
217,5.250,TAVARTKILADZE Aleksandre,GEORGIA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7660
218,5.000,MESCIOGLU Nedim Semih,TÜRKIYE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7661
219,5.000,BARCOS SECO Pablo,SPAIN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7662
220,5.000,PESHEV Kaloyan,BULGARIA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7663
221,5.000,GHEORGHE Rares,ROMANIA,L,18,Sabre_Men_Junior,2024-06-27 03:18:24,7664
222,5.000,YAO Jincheng,CHINA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7665
223,5.000,ILIFFE Daniel,AUSTRALIA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7666
224,5.000,SAPI Vince,HUNGARY,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7667
225,4.750,AUDENAERT Sil,BELGIUM,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7668
226,4.750,DEVOS Jurre,BELGIUM,L,18,Sabre_Men_Junior,2024-06-27 03:18:24,7669
227,4.750,PUGLIESE Salvatore,ITALY,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7670
228,4.500,TOTH Patrik,HUNGARY,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7671
229,4.500,MACOVEI Cristian,ROMANIA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7672
230,4.250,MOUALOANGO Yann,FRANCE,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7673
231,4.250,KHASIYEV Aykhan,AZERBAIJAN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7674
232,4.250,STAMENKOVIC Bogdan,SERBIA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7675
233,4.000,HUANG Ethan,USA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7676
234,4.000,LIM Sungmin,KOREA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7677
235,4.000,CHO Hyeongbeen,KOREA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7678
236,4.000,KUCHERSKOY Ilya,_AIN,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7679
237,4.000,BABAYEV Gabriel,USA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7680
238,4.000,BAE Jason,USA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7681
239,4.000,ROMAN BLANQUE Adrian,SPAIN,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7682
240,4.000,TRUTT Gaetan,FRANCE,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7683
241,4.000,SHOMAN Noah,USA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7684
242,4.000,FARZANEH Kourosh,IRAN,L,20,Sabre_Men_Junior,2024-06-27 03:18:24,7685
243,4.000,REYES Xavier Matthew,PHILIPPINES,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7686
244,4.000,SHOMAN Zachary,USA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7687
245,4.000,GHOREISHI Seyed Parsa,IRAN,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7688
246,4.000,KUKLIN Nikita,_AIN,L,19,Sabre_Men_Junior,2024-06-27 03:18:24,7689
247,4.000,DIACOS Jordan,CANADA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7690
248,4.000,ZOLGHADRI Mohammadsam,IRAN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7691
249,4.000,RADU Luca,ROMANIA,L,18,Sabre_Men_Junior,2024-06-27 03:18:24,7692
250,4.000,THOME Simon,GERMANY,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7693
251,4.000,YUN Jaesun,USA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7694
252,4.000,KRAL Krystof,CZECHIA,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7695
253,4.000,SARCINELLA Francesco,ITALY,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7696
254,4.000,HIYAMA Ryuki,GREAT BRITAIN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7697
255,3.750,PREDARIS Vasileios,GREECE,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7698
256,3.500,BANYAY Endre Marcell,HUNGARY,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7699
257,3.500,LUI Kam Chun,"HONG KONG, CHINA",R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7700
258,3.500,MAYER Julian,BOLIVIA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7701
259,3.500,RAMON LOPEZ Rodrigo,SPAIN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7702
260,3.250,ALOBAID Jehad,SAUDI ARABIA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7703
261,3.250,EVA Alexandru,ROMANIA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7704
262,3.250,MATARBEH Zaid,JORDAN,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7705
263,3.250,AL ASHQAR Bara',JORDAN,R,15,Sabre_Men_Junior,2024-06-27 03:18:24,7706
264,3.250,YAO Jintao,CHINA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7707
265,3.250,MARKUNIN Ihor,UKRAINE,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7708
266,3.250,ENGEL Peter Thorvald,DENMARK,L,17,Sabre_Men_Junior,2024-06-27 03:18:24,7709
267,3.000,VARGAS ESCOBAR Emilio,COLOMBIA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7710
268,3.000,ALSINA PADILLA Itzel A.,PUERTO RICO,R,15,Sabre_Men_Junior,2024-06-27 03:18:24,7711
269,3.000,GANASCIA LIN Guillaume,FRANCE,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7712
270,3.000,HANZELY Zsombor,HUNGARY,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7713
271,3.000,CHUNG Cheng-Yun,CHINESE TAIPEI,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7714
272,3.000,MUSTAFA Jabber,IRAQ,R,14,Sabre_Men_Junior,2024-06-27 03:18:24,7715
273,3.000,YAO Chun-Yuan,CHINESE TAIPEI,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7716
274,3.000,LEE Tony,MALAYSIA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7717
275,3.000,FONG Hiu Nam,"HONG KONG, CHINA",R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7718
276,3.000,CHANO Tomoaki,JAPAN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7719
277,3.000,TEH Zi Hao,MALAYSIA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7720
278,3.000,MUBARAK Khalid,UNITED ARAB EMIRATES,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7721
279,3.000,LEE Terry Dong Wei,MALAYSIA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7722
280,3.000,SHI Oscar,AUSTRALIA,L,18,Sabre_Men_Junior,2024-06-27 03:18:24,7723
281,3.000,ALKAYED Abdallah,JORDAN,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7724
282,3.000,DOBOS SAAVEDRA Zsolt,SPAIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7725
283,3.000,LEOTON Guy Georgios,GREECE,L,17,Sabre_Men_Junior,2024-06-27 03:18:24,7726
284,3.000,CABRERA Thomas Robert,PHILIPPINES,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7727
285,3.000,ALEBRI Sultan,UNITED ARAB EMIRATES,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7728
286,3.000,SWINSCOW Eiger,GREAT BRITAIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7729
287,3.000,MANEEWONG Saharat,THAILAND,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7730
288,3.000,LETTE Alexander,AUSTRALIA,R,15,Sabre_Men_Junior,2024-06-27 03:18:24,7731
289,3.000,MARACINE ENACHE Ruben Razvan,SPAIN,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7732
290,3.000,IRAWAN Farrel Argantha,INDONESIA,R,15,Sabre_Men_Junior,2024-06-27 03:18:24,7733
291,3.000,JEREB Maks,SLOVENIA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7734
292,3.000,U Kin Wang,"MACAO, CHINA",R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7735
293,3.000,PERSSON VOGES Noah,SWEDEN,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7736
294,3.000,DOWGIERD Krzysztof,POLAND,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7737
295,3.000,KU Long In,"MACAO, CHINA",R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7738
296,2.750,VON DER WEPPEN Tim,GERMANY,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7739
297,2.500,KOPTLEUNOV Nietali,UZBEKISTAN,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7740
298,2.500,PAN Jerry,CANADA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7741
299,2.500,BOUNACHADA Zacharia,ALGERIA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7742
300,2.500,RADNOTI Zeno,AUSTRALIA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7743
301,2.500,DALEKOV Simeon,BULGARIA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7744
302,2.500,MALAITHONG Nathagorn,THAILAND,R,15,Sabre_Men_Junior,2024-06-27 03:18:24,7745
303,2.500,LEE Aidan Jared Marcus,MALAYSIA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7746
304,2.250,BARIS Efe,TÜRKIYE,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7747
305,2.250,FURUKAWA Sora,JAPAN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7748
306,2.250,WONG Cheuk Long Javon,"HONG KONG, CHINA",R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7749
307,2.250,TSE Hong Wang,"HONG KONG, CHINA",R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7750
308,2.000,ZHANG Derek,USA,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7751
309,2.000,PRIMUS Nazir,USA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7752
310,2.000,LIM William,USA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7753
311,2.000,MAKHOUL Antony,FRANCE,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7754
312,2.000,ATANASSOV Vasil,USA,L,17,Sabre_Men_Junior,2024-06-27 03:18:24,7755
313,2.000,BADR Y.,EGYPT,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7756
314,2.000,BICICIOGLU Ismail Tuna,TÜRKIYE,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7757
315,2.000,CHAUVEL Titouan,FRANCE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7758
316,2.000,TORI Maximilien,FRANCE,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7759
317,2.000,RAGGI Nicola,ITALY,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7760
318,2.000,HJERPE Wade,USA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7761
319,2.000,MIYAZAKI Koshiro,JAPAN,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7762
320,2.000,BEAUBIAT Victor,FRANCE,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7763
321,2.000,FASTING Thomas,BRAZIL,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7764
322,2.000,KWALWASSER Eric,USA,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7765
323,2.000,OLANGUA FERNANDEZ Dario,SPAIN,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7766
324,2.000,BARRETO Elliot,MEXICO,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7767
325,2.000,ATTIA Aly,EGYPT,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7768
326,2.000,TAN Marcus Maximilian,SINGAPORE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7769
327,2.000,KARAMAN Yerkhan,KAZAKHSTAN,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7770
328,2.000,HENON SAYAH Mahe,FRANCE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7771
329,2.000,IARULLIN Kiram,_AIN,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7772
330,2.000,SZALAI Zalan,HUNGARY,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7773
331,2.000,OH Triton,USA,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7774
332,2.000,RISCH RIFFARTH Benoit,FRANCE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7775
333,2.000,BERARDINI Rodrigue,FRANCE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7776
334,2.000,FRABOULET Roman,FRANCE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7777
335,2.000,BEN MANSOUR Mohamed Dhia,TUNISIA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7778
336,2.000,QIU Nathan,USA,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7779
337,2.000,HOSPITAL Baptiste,FRANCE,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7780
338,2.000,DANNEELS Birgen,BELGIUM,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7781
339,2.000,LOHMANN Nico,GERMANY,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7782
340,1.750,TAN Lucas Wei Feng,SINGAPORE,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7783
341,1.500,RAMON LOPEZ Manuel,SPAIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7784
342,1.500,GAN Jerome,SINGAPORE,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7785
343,1.500,YAMAGUCHI Rize,JAPAN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7786
344,1.500,RAMON LOPEZ Pablo,SPAIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7787
345,1.500,PELOV Stanimir,BULGARIA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7788
346,1.250,GROLLIOS Thomas Avraam,GREECE,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7789
347,1.250,WEI Josiah Kai Liang,SINGAPORE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7790
348,1.250,REALE Leonardo,ITALY,L,15,Sabre_Men_Junior,2024-06-27 03:18:24,7791
349,1.250,SCHENKEL Moritz,GERMANY,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7792
350,1.250,FULOP Zsombor,HUNGARY,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7793
351,1.250,MORA AMBRONA Hector,SPAIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7794
352,1.250,CRISTOLOVEAN Bogdan,ROMANIA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7795
353,1.250,VODENOV Radoslav,BULGARIA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7796
354,1.000,WAGNER Filip,CZECHIA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7797
355,1.000,LOGOZINSKII Kirill,_AIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7798
356,1.000,PROSSE Nand,BELGIUM,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7799
357,1.000,GODO Frigyes,HUNGARY,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7800
358,1.000,EVANS Joe,GREAT BRITAIN,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7801
359,1.000,BLOIN Maxence,FRANCE,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7802
360,1.000,INOUE Masato,JAPAN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7803
361,1.000,SHOKIROV Azizjon,UZBEKISTAN,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7804
362,1.000,SCELLES Guillaume,FRANCE,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7805
363,1.000,TOME Nicolas,FRANCE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7806
364,1.000,MONORI Matyas,HUNGARY,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7807
365,1.000,MAYER SHERPARD Esteban Gabriel,BOLIVIA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7808
366,1.000,VERCAMMEN Quinn,BELGIUM,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7809
367,1.000,HORMBREY Oscar,GREAT BRITAIN,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7810
368,1.000,OZTURK Alkim,TÜRKIYE,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7811
369,1.000,NICKLAS Soren,GERMANY,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7812
370,1.000,LISTER Alexander,GREAT BRITAIN,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7813
371,1.000,POZHARSKIY Oleg,_AIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7814
372,1.000,HORNE Samuel,GREAT BRITAIN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7815
373,1.000,KUMUK Poyraz,TÜRKIYE,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7816
374,1.000,VARUKATTY-GAFOOR Sohil,SINGAPORE,L,17,Sabre_Men_Junior,2024-06-27 03:18:24,7817
375,1.000,GINTVAINIS Vladislav,_AIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7818
376,1.000,FABO Akos Viktor,HUNGARY,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7819
377,1.000,MEICOV Nikola,BULGARIA,R,15,Sabre_Men_Junior,2024-06-27 03:18:24,7820
378,1.000,RADOCH Filip,POLAND,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7821
379,0.750,YUEN Lucas,"HONG KONG, CHINA",R,15,Sabre_Men_Junior,2024-06-27 03:18:24,7822
380,0.750,ZASTAWNY Pawel,POLAND,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7823
381,0.750,WEBER Leonard,GERMANY,L,16,Sabre_Men_Junior,2024-06-27 03:18:24,7824
382,0.500,BARR Jacob,GREAT BRITAIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7825
383,0.500,PROSSE Art,BELGIUM,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7826
384,0.500,BIRO Domonkos,HUNGARY,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7827
385,0.500,URGELLES TADEO Mateo,SPAIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7828
386,0.500,PARDELA Michal,POLAND,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7829
387,0.500,MARKER Bartosz,POLAND,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7830
388,0.500,ARUTA Antonio,ITALY,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7831
389,0.500,MARTIN MEDINA Adrian,SPAIN,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7832
390,0.500,KIM Gakyeong,KOREA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7833
391,0.500,REALE Valerio,ITALY,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7834
392,0.500,KOMLO Zoltan Marton,HUNGARY,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7835
393,0.500,DEWEDAR Aly,EGYPT,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7836
394,0.500,DANKAZ Acar,TÜRKIYE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7837
395,0.500,TOTH Robin Viktor,HUNGARY,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7838
396,0.500,KOVACS Lorinc Imre,HUNGARY,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7839
397,0.500,CSOBA Botond,HUNGARY,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7840
398,0.500,MEKESHKIN Mark,_AIN,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7841
399,0.500,KOWALCZYK Lukasz,POLAND,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7842
400,0.500,DUENGER Karl,GERMANY,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7843
401,0.500,KISS Benedek,HUNGARY,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7844
402,0.500,PERGAMALIS Nikolaos Angelos,GREECE,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7845
403,0.500,MITO Xavier Skye Ryuma,JAPAN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7846
404,0.500,KASABOV Tervel,BULGARIA,L,15,Sabre_Men_Junior,2024-06-27 03:18:24,7847
405,0.250,GALAZKA Dylan,GREAT BRITAIN,L,19,Sabre_Men_Junior,2024-06-27 03:18:24,7848
406,0.250,STAYKOV Michail,BULGARIA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7849
407,0.250,FALCON-KORB Mathis,CANADA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7850
408,0.250,PINZON GUERRA Alejandro,COLOMBIA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7851
409,0.250,KACZMARCZYK Adam,POLAND,L,18,Sabre_Men_Junior,2024-06-27 03:18:24,7852
410,0.250,KRASNOVYD Roman,UKRAINE,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7853
411,0.250,LAZAR Alexander,AUSTRIA,L,19,Sabre_Men_Junior,2024-06-27 03:18:24,7854
412,0.250,CHEN Youjia,SINGAPORE,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7855
413,0.250,RAMIREZ MURCIANO Alberto,SPAIN,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7856
414,0.250,GAVRILA Cristian,ROMANIA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7857
415,0.250,BERKESZI Daniel,HUNGARY,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7858
416,0.250,LEO Aan Rohan,SINGAPORE,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7859
417,0.250,RUEDA MARTIN Jaime,SPAIN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7860
418,0.250,MACHAJ Jiri,CZECHIA,R,14,Sabre_Men_Junior,2024-06-27 03:18:24,7861
419,0.250,GENKOV Aleksander,BULGARIA,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7862
420,0.000,MBAYE Moustapha,SENEGAL,R,20,Sabre_Men_Junior,2024-06-27 03:18:24,7863
421,0.000,DO O'FILIPE Tiago,SOUTH AFRICA,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7864
422,0.000,MORADI ANGHANEH Hesam,IRAN,R,15,Sabre_Men_Junior,2024-06-27 03:18:24,7865
423,0.000,POURSALMANI Parsa,IRAN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7866
424,0.000,SHOKOUHI Mohammadmahdi,IRAN,L,17,Sabre_Men_Junior,2024-06-27 03:18:24,7867
425,0.000,MANCILLA Nicolas,PERU,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7868
426,0.000,OLIVERA Thiago,URUGUAY,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7869
427,0.000,MASSA Dario,PERU,R,14,Sabre_Men_Junior,2024-06-27 03:18:24,7870
428,0.000,MOUSANIA Mohammad,IRAN,R,18,Sabre_Men_Junior,2024-06-27 03:18:24,7871
429,0.000,DEHGHANZADEH Parsa,IRAN,L,19,Sabre_Men_Junior,2024-06-27 03:18:24,7872
430,0.000,DARABI Taha,IRAN,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7873
431,0.000,SERRA Marcelo,PERU,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7874
432,0.000,VILCHES Nicolas,CHILE,R,16,Sabre_Men_Junior,2024-06-27 03:18:24,7875
433,0.000,BOETTE Juan Bautista,ARGENTINA,R,17,Sabre_Men_Junior,2024-06-27 03:18:24,7876
434,0.000,ALIZADE ALVAGI Eilya,IRAN,R,15,Sabre_Men_Junior,2024-06-27 03:18:24,7877
435,0.000,MENESES David,CHILE,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7878
436,0.000,QASIM Zainulabdeen,IRAQ,R,19,Sabre_Men_Junior,2024-06-27 03:18:24,7879
